City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,magnolia,33.2671,-93.2393,22.71,94,6,1.86,US,2024-08-25 05:47:19
301,malpica,43.3228,-8.8105,15.21,75,20,4.49,ES,2024-08-25 05:47:20
302,aliganj,27.5,79.1833,32.05,60,37,6.98,IN,2024-08-25 05:47:21
303,kataba,8.4604,-0.7732,23.15,96,98,2.14,GH,2024-08-25 05:47:22
304,howrah,22.5892,88.3103,29.0,89,75,1.54,IN,2024-08-25 05:47:24
305,brumunddal,60.881,10.9395,12.33,97,100,1.34,NO,2024-08-25 05:47:25
306,puerto asis,0.5133,-76.5007,21.49,94,79,1.45,CO,2024-08-25 05:47:26
307,rukungiri,-0.8411,29.9419,21.64,45,45,1.84,UG,2024-08-25 05:47:27
308,hadibu,12.65,54.0333,27.23,77,88,9.76,YE,2024-08-25 05:47:29
309,hovd,48.0056,91.6419,28.13,18,94,2.61,MN,2024-08-25 05:47:31
310,martan-chu,43.0637,45.5622,21.69,85,100,1.12,RU,2024-08-25 05:47:32
311,adrar,20.5022,-10.0711,32.93,37,61,5.19,MR,2024-08-25 05:47:34
312,enewetak,11.3474,162.3373,28.9,73,87,7.12,MH,2024-08-25 05:47:35
313,selfoss,63.9331,-20.9971,6.69,81,83,4.01,IS,2024-08-25 05:47:36
314,santa ana,33.7456,-117.8678,20.44,78,0,0.89,US,2024-08-25 05:47:37
315,vila velha,-20.3297,-40.2925,22.97,84,0,3.13,BR,2024-08-25 05:45:02
316,uturoa,-16.7333,-151.4333,25.66,75,75,10.56,PF,2024-08-25 05:47:40
317,pechora,65.1472,57.2244,19.09,52,29,5.57,RU,2024-08-25 05:47:41
318,barra de santo antonio,-9.4047,-35.5072,23.3,75,9,4.3,BR,2024-08-25 05:47:42
319,acapulco de juarez,16.8634,-99.8901,28.9,79,40,3.09,MX,2024-08-25 05:45:07
320,kulykivka,51.3735,31.6466,24.19,38,20,3.03,UA,2024-08-25 05:47:45
321,volodarskiy,46.4013,48.5409,27.44,25,100,4.93,RU,2024-08-25 05:47:46
322,sabang,5.8933,95.3214,27.34,75,100,5.03,ID,2024-08-25 05:47:47
323,aral,40.5156,81.2636,29.58,33,100,1.69,CN,2024-08-25 05:47:48
324,bamboo flat,11.7,92.7167,31.05,70,40,4.63,IN,2024-08-25 05:47:49
325,tocopilla,-22.092,-70.1979,15.14,78,26,1.39,CL,2024-08-25 05:47:51
326,lincoln,40.8,-96.667,26.95,78,0,4.12,US,2024-08-25 05:39:00
327,cartagena del chaira,1.3349,-74.8429,21.41,99,81,0.49,CO,2024-08-25 05:47:53
328,chivacoa,10.1603,-68.895,22.45,97,76,0.28,VE,2024-08-25 05:47:54
329,tchintabaraden,15.8969,5.7985,28.8,56,83,5.2,NE,2024-08-25 05:47:56
330,hamilton,39.1834,-84.5333,23.38,81,0,0.45,US,2024-08-25 05:46:14
331,manokwari,-0.8667,134.0833,29.25,64,78,3.07,ID,2024-08-25 05:47:58
332,puerto baquerizo moreno,-0.9,-89.6,19.16,84,38,5.28,EC,2024-08-25 05:47:19
333,reinfeld,53.8333,10.4833,17.03,84,75,3.09,DE,2024-08-25 05:48:00
334,bontang,0.1333,117.5,27.87,78,98,2.54,ID,2024-08-25 05:48:02
335,develi,38.3906,35.4922,17.89,73,70,1.99,TR,2024-08-25 05:48:03
336,isangel,-19.55,169.2667,22.73,76,0,4.51,VU,2024-08-25 05:48:04
337,gaigeturi,33.4644,126.3183,31.03,66,0,3.6,KR,2024-08-25 05:48:05
338,xiazhuang,34.9161,118.6389,32.56,63,80,2.39,CN,2024-08-25 05:48:07
339,benguela,-12.5763,13.4055,19.18,89,26,0.67,AO,2024-08-25 05:48:08
340,necochea,-38.5473,-58.7368,7.44,65,98,5.85,AR,2024-08-25 05:44:39
341,gokwe,-18.2048,28.9349,16.79,57,2,1.79,ZW,2024-08-25 05:48:10
342,whangarei,-35.7317,174.3239,11.98,84,61,1.0,NZ,2024-08-25 05:47:32
343,talakan,50.3167,130.3667,21.62,54,100,4.79,RU,2024-08-25 05:48:13
344,daloa,6.8774,-6.4502,20.75,94,96,1.55,CI,2024-08-25 05:48:14
345,codrington,-38.2667,141.9667,14.76,79,56,8.77,AU,2024-08-25 05:48:15
346,yarmouth,41.7057,-70.2286,21.11,87,20,2.57,US,2024-08-25 05:48:16
347,nagqu,31.5,92.0,17.62,26,3,3.2,CN,2024-08-25 05:48:18
348,conception bay south,47.4999,-52.9981,16.52,95,23,4.3,CA,2024-08-25 05:48:19
349,kruisfontein,-34.0033,24.7314,13.46,71,85,1.13,ZA,2024-08-25 05:48:20
350,mukalla,14.5425,49.1242,31.76,59,88,3.87,YE,2024-08-25 05:48:21
351,kyzyl-suu,42.3414,78.0056,20.34,50,0,3.98,KG,2024-08-25 05:48:23
352,zara,44.1197,15.2422,25.34,83,0,1.03,HR,2024-08-25 05:48:24
353,guane,22.2025,-84.0875,24.75,91,80,2.44,CU,2024-08-25 05:47:59
354,tongouson,5.0214,120.1328,28.75,75,32,6.47,PH,2024-08-25 05:48:26
355,astrakhan,46.3497,48.0408,24.93,38,0,6.0,RU,2024-08-25 05:48:27
356,borba,-4.3878,-59.5939,26.05,46,17,0.88,BR,2024-08-25 05:48:29
357,olivenza,38.6832,-7.103,17.95,71,44,1.05,ES,2024-08-25 05:48:30
358,altamira,-3.2033,-52.2064,23.96,62,43,1.85,BR,2024-08-25 05:46:00
359,ishigaki,24.3448,124.1572,30.07,84,75,4.12,JP,2024-08-25 05:48:32
360,ankazoabo,-22.2833,44.5167,21.12,34,0,2.2,MG,2024-08-25 05:48:34
361,dadukou,26.5479,101.7054,31.64,48,25,0.96,CN,2024-08-25 05:48:35
362,khowai,24.1,91.6333,30.51,72,94,1.2,IN,2024-08-25 05:48:36
363,bratsk,56.1325,101.6142,25.27,50,55,3.48,RU,2024-08-25 05:48:37
364,marquette,46.5333,-87.6335,16.69,98,6,1.88,US,2024-08-25 05:48:38
365,colonia,50.9333,6.95,16.09,83,40,4.12,DE,2024-08-25 05:48:40
366,birobidzhan,48.8,132.95,17.63,76,100,2.05,RU,2024-08-25 05:47:04
367,khabarovsk,48.4808,135.0928,22.89,68,40,3.0,RU,2024-08-25 05:48:42
368,kill devil hills,36.0307,-75.676,22.77,90,0,2.57,US,2024-08-25 05:48:43
369,amasra,41.7463,32.3863,24.76,64,0,1.14,TR,2024-08-25 05:48:45
370,agadez,19.75,10.25,32.69,33,21,4.31,NE,2024-08-25 05:48:46
371,totness,5.8833,-56.3167,26.79,87,29,5.5,SR,2024-08-25 05:48:47
372,sao vicente,-23.9631,-46.3919,14.43,26,100,6.1,BR,2024-08-25 05:48:48
373,svendborg,55.0598,10.6068,15.73,84,100,6.83,DK,2024-08-25 05:48:50
374,amnat charoen,15.9167,104.75,29.48,68,92,2.1,TH,2024-08-25 05:48:51
375,taos,36.4072,-105.5731,14.59,89,75,3.6,US,2024-08-25 05:48:52
376,calvi,42.5,8.8333,18.35,73,0,3.09,FR,2024-08-25 05:48:53
377,guacimo,10.2104,-83.6807,23.57,96,100,0.92,CR,2024-08-25 05:48:54
378,soledade,-28.8183,-52.5103,4.72,79,51,1.78,BR,2024-08-25 05:48:56
379,saint-pierre,-21.3393,55.4781,22.82,53,100,5.14,RE,2024-08-25 05:48:57
380,sagalo,12.2007,-10.6996,20.29,96,98,1.75,ML,2024-08-25 05:48:58
381,minas de marcona,-15.2119,-75.1103,10.99,80,13,2.67,PE,2024-08-25 05:48:59
382,ikwiriri,-7.9562,38.9716,26.02,61,37,2.88,TZ,2024-08-25 05:49:01
383,argostolion,38.1811,20.489,27.04,83,20,4.12,GR,2024-08-25 05:49:03
384,les anglais,18.3054,-74.2197,25.4,84,13,0.89,HT,2024-08-25 05:49:04
385,mokhsogollokh,61.4681,128.9203,15.89,89,100,2.93,RU,2024-08-25 05:49:06
386,mumford,5.2618,-0.759,22.71,95,62,2.95,GH,2024-08-25 05:49:07
387,mount pearl,47.5166,-52.7813,16.19,93,75,6.69,CA,2024-08-25 05:49:08
388,yuzhno-kurilsk,44.0306,145.8556,17.64,76,4,3.91,RU,2024-08-25 05:49:09
389,shimoda,34.6667,138.95,28.02,82,29,4.23,JP,2024-08-25 05:49:10
390,vilyuysk,63.7553,121.6247,18.03,75,100,4.01,RU,2024-08-25 05:49:12
391,swift current,50.2834,-107.8014,20.45,34,20,3.09,CA,2024-08-25 05:49:13
392,tokuyama,34.05,131.8167,29.58,71,100,2.19,JP,2024-08-25 05:45:58
393,san antonio de pale,-1.4014,5.6325,24.01,77,88,4.27,GQ,2024-08-25 05:49:17
394,luwuk,-0.9516,122.7875,23.77,93,93,3.0,ID,2024-08-25 05:49:18
395,touros,-5.1989,-35.4608,22.56,85,53,5.32,BR,2024-08-25 05:49:19
396,al qadarif,14.0349,35.3834,25.17,79,65,3.8,SD,2024-08-25 05:49:20
397,karelichy,53.5653,26.1378,19.66,59,13,3.8,BY,2024-08-25 05:49:22
398,amble,55.3333,-1.5833,10.08,81,84,6.69,GB,2024-08-25 05:49:24
399,yuza,39.0,139.9167,28.03,81,97,1.28,JP,2024-08-25 05:49:25
400,inarajan village,13.2736,144.7484,29.88,76,95,2.16,GU,2024-08-25 05:49:27
401,kismayo,-0.3582,42.5454,26.7,71,40,7.46,SO,2024-08-25 05:49:28
402,khandyga,62.6667,135.6,22.26,48,100,2.02,RU,2024-08-25 05:49:29
403,katsuren-haebaru,26.3369,127.8719,33.21,70,75,5.66,JP,2024-08-25 05:49:30
404,belle fourche,44.6714,-103.8522,29.73,21,4,4.54,US,2024-08-25 05:49:31
405,uruacu,-14.5247,-49.1408,22.48,35,6,1.29,BR,2024-08-25 05:49:33
406,sydney mines,46.2367,-60.2177,18.89,90,40,5.14,CA,2024-08-25 05:49:34
407,sorong,-0.8833,131.25,27.93,74,78,2.3,ID,2024-08-25 05:49:35
408,utrik,11.2278,169.8474,28.39,80,100,6.61,MH,2024-08-25 05:49:36
409,piti village,13.4626,144.6933,30.03,77,100,3.6,GU,2024-08-25 05:49:38
410,belmonte,-15.8631,-38.8828,21.2,80,1,1.88,BR,2024-08-25 05:49:39
411,le vauclin,14.5452,-60.8388,27.18,73,20,4.2,MQ,2024-08-25 05:49:40
412,zhangye,38.9342,100.4517,26.86,36,90,5.07,CN,2024-08-25 05:49:41
413,chulym,55.0997,80.9572,17.07,83,66,5.77,RU,2024-08-25 05:49:43
414,karuzi,-3.125,30.1333,20.59,39,71,2.94,BI,2024-08-25 05:49:44
415,namibe,-15.1961,12.1522,17.52,85,69,2.98,AO,2024-08-25 05:49:45
416,general cabrera,-32.8131,-63.8724,3.37,60,19,3.1,AR,2024-08-25 05:49:46
417,tenosique,17.4833,-91.4333,23.25,97,97,1.33,MX,2024-08-25 05:49:47
418,el gouna,27.3942,33.6782,31.05,47,1,6.18,EG,2024-08-25 05:49:49
419,ochsenfurt,49.6643,10.0623,17.13,86,99,4.71,DE,2024-08-25 05:49:50
420,iraquara,-12.2486,-41.6194,14.55,96,0,1.44,BR,2024-08-25 05:49:51
421,makhambet,47.6667,51.5833,27.09,24,0,3.25,KZ,2024-08-25 05:49:52
422,as sulayyil,20.4607,45.5779,39.06,20,66,2.17,SA,2024-08-25 05:49:53
423,igarka,67.4667,86.5833,16.49,50,39,4.84,RU,2024-08-25 05:49:55
424,santa maria da vitoria,-13.3947,-44.1886,20.76,46,0,0.66,BR,2024-08-25 05:49:56
425,hesla,24.0667,85.8833,29.14,69,99,1.95,IN,2024-08-25 05:49:57
426,mahdia,35.5047,11.0622,26.14,55,0,2.48,TN,2024-08-25 05:49:58
427,ierapetra,35.01,25.7353,28.41,54,0,4.92,GR,2024-08-25 05:50:00
428,castlemaine,-37.0667,144.2167,15.53,93,42,8.75,AU,2024-08-25 05:50:01
429,ca mau,9.1769,105.15,32.17,58,67,4.84,VN,2024-08-25 05:50:02
430,labrador city,52.9463,-66.9114,17.95,77,100,2.06,CA,2024-08-25 05:50:03
431,atascadero,35.4894,-120.6707,17.89,67,0,0.89,US,2024-08-25 05:50:05
432,novodvinsk,64.4165,40.8122,16.86,56,5,4.41,RU,2024-08-25 05:50:06
433,matoury,4.8483,-52.3317,24.98,94,40,0.0,GF,2024-08-25 05:50:07
434,chos malal,-37.3781,-70.2709,3.15,45,8,1.67,AR,2024-08-25 05:50:08
435,calingasta,-31.3308,-69.4078,1.73,68,10,0.58,AR,2024-08-25 05:50:10
436,puerto princesa,9.7392,118.7353,30.99,70,75,4.12,PH,2024-08-25 05:50:11
437,el sauzal de rodriguez,31.9,-116.6833,19.12,56,0,1.79,MX,2024-08-25 05:50:12
438,ipameri,-17.7219,-48.1597,21.92,47,69,3.0,BR,2024-08-25 05:50:13
439,stockach,47.85,9.0167,17.06,70,81,1.18,DE,2024-08-25 05:50:14
440,uliastay,47.7417,96.8444,24.3,26,0,5.93,MN,2024-08-25 05:50:16
441,danilov,58.1908,40.1717,20.09,72,47,2.29,RU,2024-08-25 05:50:17
442,cururupu,-1.8283,-44.8683,23.1,92,65,0.8,BR,2024-08-25 05:50:18
443,kormilovka,55.0026,74.1028,13.48,94,100,4.22,RU,2024-08-25 05:50:19
444,polyarnyy,69.1989,33.4478,12.14,74,100,9.17,RU,2024-08-25 05:50:21
445,siwa oasis,29.2041,25.5195,29.64,42,0,3.78,EG,2024-08-25 05:50:22
446,yangambi,0.8102,24.4336,23.16,87,100,1.5,CD,2024-08-25 05:50:23
447,preobrazheniye,42.9019,133.9064,20.68,92,98,4.59,RU,2024-08-25 05:50:24
448,wau,7.7029,27.9953,23.11,94,90,1.96,SS,2024-08-25 05:50:25
449,tofol,5.3248,163.0078,29.28,71,100,4.03,FM,2024-08-25 05:50:27
450,guayaramerin,-10.8368,-65.3614,27.97,43,53,3.29,BO,2024-08-25 05:50:28
451,chebba,35.2372,11.115,26.88,61,0,2.56,TN,2024-08-25 05:50:29
452,k'olito,7.3167,38.0833,16.73,84,85,4.07,ET,2024-08-25 05:50:30
453,tshikapa,-6.4167,20.8,24.78,26,35,1.87,CD,2024-08-25 05:50:32
454,urazovo,50.0836,38.0395,28.79,25,89,2.24,RU,2024-08-25 05:50:33
455,zag,46.9441,99.165,22.17,31,33,3.33,MN,2024-08-25 05:50:34
456,madinat ash shamal,26.1293,51.2009,35.38,53,1,0.32,QA,2024-08-25 05:50:35
457,novaya ladoga,60.1025,32.3019,16.51,78,9,3.16,RU,2024-08-25 05:50:36
458,sakakah,29.9697,40.2064,29.76,20,6,1.57,SA,2024-08-25 05:50:06
459,post,33.1909,-101.3782,29.99,43,5,7.92,US,2024-08-25 05:50:39
460,greymouth,-42.4667,171.2,11.77,98,100,6.1,NZ,2024-08-25 05:47:42
461,tambura,5.6,27.4667,21.24,96,87,1.42,SS,2024-08-25 05:50:41
462,piacabucu,-10.4056,-36.4344,22.94,82,63,3.97,BR,2024-08-25 05:50:43
463,la'ie,21.6477,-157.9253,25.66,90,30,3.13,US,2024-08-25 05:50:44
464,balsas,-7.5325,-46.0356,23.44,45,15,1.64,BR,2024-08-25 05:50:46
465,kutum,14.2,24.6667,22.57,75,63,3.06,SD,2024-08-25 05:50:48
466,luanda,-8.8368,13.2343,18.0,94,20,0.0,AO,2024-08-25 05:50:14
467,ta`u,-14.2336,-169.5144,26.23,83,94,10.59,AS,2024-08-25 05:50:50
468,revda,56.801,59.9303,16.39,53,9,2.12,RU,2024-08-25 05:50:51
469,ondo,7.1,4.8333,21.55,99,100,0.76,NG,2024-08-25 05:50:53
470,queenstown,-31.8976,26.8753,11.64,81,80,0.9,ZA,2024-08-25 05:50:54
471,chulakkurgan,43.765,69.1814,22.87,25,11,4.17,KZ,2024-08-25 05:50:55
472,yelizovo,53.1873,158.3805,18.08,55,75,6.0,RU,2024-08-25 05:50:56
473,sur,22.5667,59.5289,33.67,49,37,0.43,OM,2024-08-25 05:50:57
474,abqaiq,25.9371,49.6776,37.73,39,2,1.52,SA,2024-08-25 05:50:59
475,taro,-8.3862,115.28,25.59,69,85,2.54,ID,2024-08-25 05:51:00
476,roma,43.2128,-75.4557,15.76,97,0,0.0,US,2024-08-25 05:51:01
477,karymskoye,51.6167,114.35,26.36,21,0,3.82,RU,2024-08-25 05:51:02
478,ujae,8.9322,165.7642,27.67,78,97,3.5,MH,2024-08-25 05:51:04
479,juneau,58.3019,-134.4197,12.0,98,100,6.17,US,2024-08-25 05:49:27
480,cabedelo,-6.9811,-34.8339,21.37,82,26,5.24,BR,2024-08-25 05:51:06
481,saint-paul,-21.0096,55.2707,22.22,81,43,0.56,RE,2024-08-25 05:51:07
482,nizao,18.25,-70.2,25.78,82,5,5.96,DO,2024-08-25 05:51:08
483,kaniv,49.7518,31.46,26.37,39,4,3.99,UA,2024-08-25 05:51:10
484,sunland park,31.7965,-106.58,31.52,30,20,4.12,US,2024-08-25 05:51:11
485,kidal,18.4411,1.4078,28.85,55,70,3.54,ML,2024-08-25 05:51:12
486,usinsk,65.9939,57.5281,17.83,56,92,8.29,RU,2024-08-25 05:51:13
487,bandarbeyla,9.4942,50.8122,30.15,55,97,11.42,SO,2024-08-25 05:51:15
488,porbandar,21.6422,69.6093,28.99,74,100,7.72,IN,2024-08-25 05:51:16
489,ghat,24.9647,10.1728,33.29,29,13,1.21,LY,2024-08-25 05:51:17
490,guerrero negro,27.9769,-114.0611,20.08,78,0,5.87,MX,2024-08-25 05:51:18
491,beli,7.8587,10.9719,21.62,96,100,1.01,NG,2024-08-25 05:51:20
492,ormara,25.2088,64.6357,26.97,84,76,7.95,PK,2024-08-25 05:51:21
493,el-tor,28.2364,33.6254,30.08,70,2,4.12,EG,2024-08-25 05:51:22
494,terra santa,-2.1042,-56.4869,24.73,66,6,1.71,BR,2024-08-25 05:51:23
495,newman,37.3138,-121.0208,17.8,69,6,0.89,US,2024-08-25 05:51:25
496,berdigestyakh,62.0989,126.6992,14.6,95,100,2.77,RU,2024-08-25 05:51:26
497,antsiranana,-12.2787,49.2917,26.42,47,20,9.26,MG,2024-08-25 05:51:27
498,nova vicosa,-17.8919,-39.3719,21.91,80,7,4.57,BR,2024-08-25 05:51:28
499,puerto penasco,31.3167,-113.5333,30.51,81,1,3.13,MX,2024-08-25 05:51:29
500,am timan,11.0297,20.2827,21.15,96,100,2.25,TD,2024-08-25 05:51:31
501,cooper's town,26.8667,-77.5167,28.59,76,85,4.8,BS,2024-08-25 05:51:32
502,sechura,-5.5569,-80.8222,16.83,85,7,3.53,PE,2024-08-25 05:51:33
503,harstad,68.799,16.5293,12.86,76,1,8.05,NO,2024-08-25 05:51:34
504,mingshui,36.7167,117.5,32.33,66,100,2.25,CN,2024-08-25 05:51:36
505,erenhot,43.6475,111.9767,24.4,31,93,3.57,CN,2024-08-25 05:51:37
506,al kharj,24.155,47.3346,37.32,15,0,4.81,SA,2024-08-25 05:51:38
507,lima,-12.0432,-77.0282,15.5,89,100,3.6,PE,2024-08-25 05:40:13
508,sola,-13.8833,167.55,25.16,77,65,9.26,VU,2024-08-25 05:51:40
509,turbana,10.2717,-75.4422,27.45,91,93,0.99,CO,2024-08-25 05:51:01
510,sambava,-14.2667,50.1667,22.98,67,90,9.43,MG,2024-08-25 05:51:45
511,cockburn town,21.4612,-71.1419,28.58,74,8,8.86,TC,2024-08-25 05:51:47
512,hobyo,5.3505,48.5268,27.55,70,97,11.64,SO,2024-08-25 05:51:48
513,tarauaca,-8.1614,-70.7656,23.91,65,10,1.4,BR,2024-08-25 05:51:49
514,shemysheyka,52.892,45.3928,19.75,60,56,3.45,RU,2024-08-25 05:51:50
515,toro,4.6117,-76.0814,17.47,98,90,0.65,CO,2024-08-25 05:51:52
516,san sebastian de la gomera,28.0916,-17.1133,24.2,73,75,1.54,ES,2024-08-25 05:51:53
517,kindu,-2.95,25.95,27.15,37,8,1.13,CD,2024-08-25 05:51:54
518,tranqueras,-31.2,-55.75,3.83,90,54,1.71,UY,2024-08-25 05:51:55
519,leh,34.1667,77.5833,16.47,37,14,3.52,IN,2024-08-25 05:51:56
520,dzhangala,49.2167,50.3333,27.5,26,5,1.88,KZ,2024-08-25 05:51:58
521,loukhi,66.0764,33.0381,15.28,60,1,4.44,RU,2024-08-25 05:47:14
522,sturgis,41.7992,-85.4192,22.26,92,75,1.03,US,2024-08-25 05:50:38
523,kaintragarh,20.7167,84.5333,28.98,79,98,1.26,IN,2024-08-25 05:52:01
524,nguigmi,14.2495,13.1092,28.21,60,100,7.89,NE,2024-08-25 05:52:03
525,kish,26.5578,54.0194,37.15,56,15,0.0,IR,2024-08-25 05:52:04
526,vorkuta,67.5,64.0,17.98,57,33,4.92,RU,2024-08-25 05:52:05
527,safotu,-13.4513,-172.4018,26.53,79,52,10.77,WS,2024-08-25 05:52:06
528,rosetta,31.4044,30.4164,28.6,61,0,2.2,EG,2024-08-25 05:52:07
529,vadso,70.0744,29.7487,13.09,82,40,8.23,NO,2024-08-25 05:52:09
530,lihue,21.9789,-159.3672,26.77,76,100,7.72,US,2024-08-25 05:52:10
531,cascais,38.6979,-9.4215,17.64,74,0,5.36,PT,2024-08-25 05:52:11
532,kakata,6.53,-10.3517,22.69,95,99,2.55,LR,2024-08-25 05:52:12
533,masterton,-40.9597,175.6575,12.04,72,100,6.02,NZ,2024-08-25 05:52:14
534,chu,43.5983,73.7614,27.23,24,0,4.19,KZ,2024-08-25 05:52:15
535,sinabang,2.4803,96.3801,26.91,81,99,0.18,ID,2024-08-25 05:52:16
536,oudtshoorn,-33.5907,22.2014,11.61,70,76,1.2,ZA,2024-08-25 05:52:17
537,poltava,49.5937,34.5407,28.37,34,35,2.93,UA,2024-08-25 05:49:05
538,hotan,37.0997,79.9269,30.15,27,44,2.6,CN,2024-08-25 05:52:21
539,mil'kovo,55.6078,37.7956,19.73,57,6,1.75,RU,2024-08-25 05:52:22
540,suponevo,53.2049,34.296,21.84,51,19,1.14,RU,2024-08-25 05:52:24
541,wake forest,35.9799,-78.5097,19.1,87,1,1.94,US,2024-08-25 05:48:54
542,port-vila,-17.7338,168.3219,23.78,64,20,5.14,VU,2024-08-25 05:52:26
543,miramar,25.9873,-80.2323,28.32,82,0,2.57,US,2024-08-25 05:52:27
544,diapaga,12.0708,1.7889,22.34,96,86,2.22,BF,2024-08-25 05:52:28
545,ebon,4.582,168.6964,28.81,68,87,1.87,MH,2024-08-25 05:52:30
546,los zacatones,22.95,-102.05,17.4,59,98,8.1,MX,2024-08-25 05:52:31
547,chust,41.0094,71.2287,28.66,14,2,2.88,UZ,2024-08-25 05:52:32
548,vrangel',42.7297,133.0839,20.62,86,96,7.49,RU,2024-08-25 05:52:33
549,asind,25.7333,74.3333,29.38,70,82,6.09,IN,2024-08-25 05:52:35
550,dire,12.2833,-10.9667,21.96,95,97,1.58,ML,2024-08-25 05:52:36
551,lerwick,60.1545,-1.1494,11.02,87,83,10.01,GB,2024-08-25 05:52:37
552,veraval,20.9,70.3667,27.47,85,100,8.08,IN,2024-08-25 05:52:38
553,westport,41.1415,-73.3579,19.62,92,0,0.45,US,2024-08-25 05:52:39
554,nouadhibou,20.931,-17.0347,21.81,85,30,10.08,MR,2024-08-25 05:52:41
555,monroe,43.1501,-77.6831,17.9,92,40,1.54,US,2024-08-25 05:52:42
556,popondetta,-8.7537,148.2534,28.36,68,100,2.3,PG,2024-08-25 05:52:43
557,argo,37.6333,22.7333,30.47,37,4,2.35,GR,2024-08-25 05:52:44
558,sogndal,61.2283,7.1003,11.21,93,100,1.54,NO,2024-08-25 05:52:46
559,oroqen zizhiqi,50.5667,123.7167,21.68,52,91,3.25,CN,2024-08-25 05:52:47
560,bongaree,-27.0797,153.1586,21.63,73,0,7.08,AU,2024-08-25 05:52:48
561,woolgoolga,-30.1106,153.2007,22.93,73,66,1.48,AU,2024-08-25 05:52:49
562,patrasaer,23.2167,87.5167,30.47,69,100,1.1,IN,2024-08-25 05:52:50
563,itaituba,-4.2761,-55.9836,23.42,64,7,0.69,BR,2024-08-25 05:52:52
564,atkarsk,51.8718,45.0078,22.52,58,45,3.37,RU,2024-08-25 05:52:53
565,greenland,43.0362,-70.8328,17.49,92,30,1.66,US,2024-08-25 05:51:47
566,santa terezinha,-29.9002,-50.0904,10.27,74,87,4.44,BR,2024-08-25 05:52:55
567,santo tome,-31.6627,-60.7653,5.56,89,0,1.34,AR,2024-08-25 05:52:57
568,la paz,-16.5,-68.15,8.1,86,20,2.57,BO,2024-08-25 05:50:46
569,horta,38.5333,-28.6333,23.34,82,80,1.79,PT,2024-08-25 05:52:59
570,shakawe,-18.3667,21.85,16.06,38,9,2.48,BW,2024-08-25 05:53:00
571,oltinko'l,40.8011,72.1634,34.07,14,0,2.83,UZ,2024-08-25 05:53:02
572,kertih,4.5141,103.4483,32.01,59,40,3.13,MY,2024-08-25 05:53:03
573,lazaro cardenas,17.9583,-102.2,26.45,86,97,1.44,MX,2024-08-25 05:53:04
574,buenavista del norte,28.3746,-16.861,23.87,72,15,7.89,ES,2024-08-25 05:53:05
575,maceio,-9.6658,-35.7353,20.69,94,20,1.54,BR,2024-08-25 05:53:07
576,cannonvale,-20.2833,148.7,22.66,70,14,5.8,AU,2024-08-25 05:53:08
577,usogorsk,63.4106,48.6872,18.87,67,23,4.43,RU,2024-08-25 05:53:09
578,beledweyne,4.7358,45.2036,27.81,59,96,9.16,SO,2024-08-25 05:53:10
579,daru,-9.0763,143.2092,25.72,84,97,8.08,PG,2024-08-25 05:53:12
580,longjiang,47.3303,123.1836,22.88,59,67,3.68,CN,2024-08-25 05:53:13
581,dryden,49.7833,-92.7503,20.16,88,20,4.63,CA,2024-08-25 05:53:14
582,ixtapa,20.7,-105.2,26.24,88,100,1.25,MX,2024-08-25 05:50:10
583,bandar lampung,-5.4254,105.258,30.97,52,87,3.18,ID,2024-08-25 05:53:18
584,saldanha,-33.0117,17.9442,11.03,87,75,5.03,ZA,2024-08-25 05:53:19
585,ambatofinandrahana,-20.55,46.8,13.35,49,1,2.22,MG,2024-08-25 05:53:20
586,mandalgovi,45.7625,106.2708,22.14,40,100,3.74,MN,2024-08-25 05:53:22
587,iquique,-20.2208,-70.1431,14.03,85,46,1.98,CL,2024-08-25 05:51:50
588,bam,29.106,58.357,34.01,10,0,8.89,IR,2024-08-25 05:53:24
